year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,6,17,1203,48,1503,63,AA,N3HGAA,739,LGA,DFW,195,1389,12,3
2013,10,13,801,-4,956,-38,DL,N358NW,2457,LGA,MSY,151,1183,8,1
2013,8,11,1956,-4,2234,-36,DL,N956DL,2391,JFK,TPA,143,1005,19,56
2013,4,24,1831,8,2119,32,DL,N340NW,1715,LGA,MSY,179,1183,18,31
2013,12,26,1522,-8,1830,-39,UA,N568UA,257,JFK,SFO,333,2586,15,22
2013,7,24,1928,-2,2239,7,DL,N981DL,1435,LGA,TPA,142,1010,19,28
2013,1,14,648,-11,939,-20,AA,N5EWAA,1815,JFK,MCO,135,944,6,48
2013,6,14,558,-2,651,-4,US,N957UW,1629,LGA,PHL,36,96,5,58
2013,9,16,1155,-5,1336,2,UA,N848UA,255,LGA,ORD,110,733,11,55
2013,10,23,1527,-2,1851,4,UA,N37255,1246,EWR,SFO,338,2565,15,27
2013,10,14,1711,-1,1939,-23,UA,N854UA,246,EWR,DFW,183,1372,17,11
2013,1,6,1648,-7,1950,-39,DL,N336NB,706,JFK,AUS,226,1521,16,48
2013,8,4,1455,0,1610,-20,DL,N324NB,1164,JFK,BOS,39,187,14,55
2013,7,27,655,-5,912,-13,DL,N671DN,1547,LGA,ATL,110,762,6,55
2013,2,13,655,-5,757,-10,US,N701UW,2163,LGA,DCA,47,214,6,55
2013,12,23,1024,-1,1349,-15,UA,N598UA,642,JFK,SFO,343,2586,10,24
2013,2,22,1914,-6,2055,-5,AA,N3DXAA,359,LGA,ORD,135,733,19,14
2013,8,6,753,-7,920,5,US,N746UW,2171,LGA,DCA,44,214,7,53
2013,10,20,2017,47,2319,46,UA,N75429,1466,EWR,TPA,155,997,20,17
2013,7,12,2224,35,2332,28,UA,N36476,1451,EWR,BOS,35,200,22,24
2013,5,1,655,10,903,-11,UA,N17245,1409,EWR,DEN,221,1605,6,55
2013,7,3,1823,8,2135,0,DL,N190DN,17,JFK,LAX,311,2475,18,23
2013,2,3,1604,4,1907,-26,DL,N918DE,161,JFK,MIA,148,1089,16,4
2013,10,30,805,-5,1050,-21,DL,N303DQ,1167,JFK,TPA,139,1005,8,5
2013,1,12,953,-7,1159,-10,US,N749US,1277,LGA,CLT,81,544,9,53
2013,1,16,1904,64,2203,59,UA,N27724,1221,EWR,DFW,211,1372,19,4
2013,9,15,1019,-10,1206,-33,US,N651AW,604,EWR,PHX,274,2133,10,19
2013,7,18,1353,-6,1529,-27,US,N628AW,688,EWR,PHX,260,2133,13,53
2013,12,30,1837,1,2114,-43,DL,N3747D,2357,JFK,SAN,323,2446,18,37
2013,10,9,1242,-6,1428,-22,DL,N334NW,1131,LGA,DTW,78,502,12,42
2013,6,8,600,0,845,1,UA,N36280,1115,EWR,TPA,149,997,6,0
2013,7,23,901,8,1151,11,UA,N37267,1711,EWR,IAH,176,1400,9,1
2013,10,20,1055,-5,1338,-3,DL,N687DL,1647,LGA,ATL,123,762,10,55
2013,10,3,854,-6,1010,-24,UA,N807UA,235,LGA,ORD,105,733,8,54
2013,2,19,749,-6,948,-19,US,N750UW,1713,LGA,CLT,94,544,7,49
2013,8,17,624,-1,920,-14,UA,N13716,1150,EWR,SFO,331,2565,6,24
2013,6,20,850,0,1230,-21,DL,N3754A,301,JFK,SJU,197,1598,8,50
2013,2,14,1640,0,1932,19,UA,N13718,1268,EWR,ATL,128,746,16,40
2013,1,3,859,-1,1200,-20,AA,N612AA,647,JFK,MIA,160,1089,8,59
2013,12,2,1722,32,1846,22,UA,N810UA,708,EWR,ORD,116,719,17,22
2013,11,3,1538,10,1901,15,UA,N76254,1246,EWR,SFO,366,2565,15,38
2013,10,23,1614,-5,1827,-12,UA,N420UA,485,EWR,DEN,222,1605,16,14
2013,12,10,1834,19,2257,61,UA,N73291,1635,EWR,PHX,344,2133,18,34
2013,7,31,1824,-6,2003,-12,AA,N584AA,2019,LGA,STL,130,888,18,24
2013,9,22,1751,-4,2030,-25,AA,N3AWAA,1185,LGA,DFW,184,1389,17,51
2013,5,13,722,-3,1029,-11,AA,N320AA,443,JFK,MIA,158,1089,7,22
2013,12,6,1457,42,1825,71,UA,N78509,1232,EWR,IAH,226,1400,14,57
2013,11,23,1541,-9,1846,-20,DL,N989DL,2280,JFK,FLL,156,1069,15,41
2013,8,9,2005,100,2328,115,UA,N490UA,236,EWR,MIA,157,1085,20,5
2013,7,21,653,8,921,13,US,N508AY,15,JFK,PHX,293,2153,6,53
2013,5,15,657,-3,807,-1,US,N769US,2163,LGA,DCA,39,214,6,57
2013,6,6,1314,64,1621,71,AA,N4YCAA,743,LGA,DFW,200,1389,13,14
2013,8,5,625,-5,837,0,US,N188US,2085,LGA,CLT,94,544,6,25
2013,4,16,1853,-6,2134,-25,DL,N380DA,2159,JFK,MCO,124,944,18,53
2013,4,21,1558,-1,1850,13,DL,N612DL,847,LGA,ATL,122,762,15,58
2013,8,28,1251,-9,1353,-16,US,N967UW,2148,LGA,BOS,37,184,12,51
2013,5,6,1607,7,1900,-15,DL,N702TW,1461,JFK,LAX,313,2475,16,7
2013,3,7,719,-4,951,-29,UA,N527UA,321,EWR,IAH,190,1400,7,19
2013,6,17,1153,-6,1455,-5,UA,N29717,1163,EWR,SNA,333,2434,11,53
2013,11,3,1145,0,1428,-22,AA,N3HRAA,1623,EWR,MIA,145,1085,11,45
2013,7,23,744,-1,912,-3,UA,N13750,1253,EWR,ORD,121,719,7,44
2013,5,23,1704,69,1904,97,UA,N842UA,597,EWR,ORD,125,719,17,4
2013,11,14,834,-11,1115,-46,UA,N38268,1025,LGA,IAH,194,1416,8,34
2013,5,24,2027,14,2252,-12,UA,N17719,1265,EWR,IAH,176,1400,20,27
2013,10,31,1824,46,2058,53,FL,N278AT,626,LGA,ATL,112,762,18,24
2013,4,16,825,-5,1216,15,UA,N529UA,398,EWR,SFO,377,2565,8,25
2013,1,29,1738,-7,2000,7,DL,N968DL,2331,LGA,DTW,98,502,17,38
2013,2,1,654,-6,1032,-2,DL,N709TW,763,JFK,LAX,350,2475,6,54
2013,7,13,1545,0,1935,-26,DL,N3764D,4,JFK,SJU,191,1598,15,45
2013,6,30,1620,15,2009,56,DL,N3744F,706,JFK,AUS,213,1521,16,20
2013,12,21,1743,13,2047,-8,AA,N378AA,2351,JFK,MIA,153,1089,17,43
2013,4,5,1922,-7,2215,-32,DL,N348NB,1433,LGA,RSW,143,1080,19,22
2013,2,19,1938,39,2208,23,DL,N659DL,947,LGA,ATL,116,762,19,38
2013,10,8,1618,3,1845,-30,AA,N3EYAA,65,JFK,DFW,182,1391,16,18
2013,2,4,1928,-7,2213,-20,UA,N38727,1416,EWR,IAH,208,1400,19,28
2013,3,13,1850,-5,2136,-30,DL,N913DE,2391,JFK,TPA,150,1005,18,50
2013,3,21,1645,-1,1831,6,UA,N37464,1683,EWR,CLE,79,404,16,45
2013,1,13,1308,-7,1449,-15,US,N738US,1895,EWR,CLT,82,529,13,8
2013,5,16,1517,17,1647,9,UA,N491UA,741,LGA,ORD,115,733,15,17
2013,6,7,NA,NA,NA,NA,AA,N583AA,331,LGA,ORD,NA,733,NA,NA
2013,8,25,1338,-2,1618,-42,AA,N3JBAA,1073,LGA,MIA,137,1096,13,38
2013,8,12,657,2,958,28,AA,N3EFAA,711,LGA,DFW,199,1389,6,57
2013,4,17,650,-10,948,-22,AA,N3DWAA,2279,LGA,MIA,143,1096,6,50
2013,5,19,1557,4,1849,-11,UA,N17229,1200,EWR,SAN,332,2425,15,57
2013,1,21,1915,-10,2215,-14,DL,N906DL,1485,LGA,MCO,156,950,19,15
2013,12,21,827,17,1135,51,DL,N334NW,665,LGA,DEN,240,1620,8,27
2013,6,21,813,13,921,-1,UA,N24702,1199,EWR,BOS,43,200,8,13
2013,8,26,1318,8,1531,-5,FL,N951AT,348,LGA,ATL,101,762,13,18
2013,1,26,812,-3,1119,1,DL,N3749D,1429,JFK,LAS,322,2248,8,12
2013,9,9,1502,2,1755,-24,DL,N171DZ,161,JFK,SEA,319,2422,15,2
2013,1,6,1828,24,2030,46,UA,N402UA,326,EWR,ORD,106,719,18,28
2013,11,9,900,0,1224,9,DL,N199DN,422,JFK,LAX,327,2475,9,0
2013,6,18,1707,8,2006,6,UA,N441UA,334,EWR,SAT,220,1569,17,7
2013,3,6,925,-4,1201,-11,UA,N536UA,260,EWR,LAS,300,2227,9,25
2013,7,12,1140,-5,1322,2,AA,N4YFAA,1855,LGA,STL,117,888,11,40
2013,4,9,1905,5,2107,-27,DL,N327NB,1051,JFK,MSY,156,1182,19,5
2013,4,15,1105,-5,1345,-2,UA,N77258,1605,EWR,LAS,316,2227,11,5
2013,12,11,1825,10,2038,-4,DL,N347NB,2013,JFK,MSP,165,1029,18,25
2013,4,5,739,-6,1009,-2,DL,N323NB,807,EWR,ATL,119,746,7,39
2013,6,27,1238,8,1539,-19,DL,N965DL,1455,LGA,MIA,151,1096,12,38
2013,6,17,1845,70,2207,97,AA,N3DNAA,1901,JFK,IAH,200,1417,18,45
2013,12,11,1845,-5,2231,11,AA,N3HTAA,235,JFK,SEA,370,2422,18,45
2013,12,31,1542,-3,1935,15,AA,N327AA,133,JFK,LAX,376,2475,15,42
2013,10,22,909,-6,1218,-12,AA,N5EWAA,1499,JFK,MIA,163,1089,9,9
2013,12,26,825,-5,1130,-24,UA,N596UA,443,JFK,LAX,336,2475,8,25
2013,5,31,1530,0,1919,14,AA,N371AA,85,JFK,SFO,380,2586,15,30
2013,6,29,647,3,748,-22,UA,N37437,1171,EWR,ORD,100,719,6,47
2013,12,14,1827,117,2324,114,AA,N5DVAA,95,JFK,SJU,186,1598,18,27
2013,1,2,1519,3,1833,5,UA,N14107,1600,EWR,LAX,346,2454,15,19
2013,5,27,1536,-4,1719,-22,US,N704US,1899,LGA,CLT,78,544,15,36
2013,7,14,1654,34,1935,-10,AA,N3EPAA,1467,LGA,MIA,136,1096,16,54
2013,6,29,842,34,1131,23,UA,N406UA,769,EWR,LAX,309,2454,8,42
2013,6,2,1118,-7,1400,-27,UA,N505UA,703,JFK,LAX,313,2475,11,18
2013,9,15,1127,-3,1306,-15,DL,N332NW,667,EWR,MSP,145,1008,11,27
2013,7,28,1837,37,2052,40,DL,N358NW,1321,EWR,MSP,135,1008,18,37
2013,6,9,1243,-7,1418,-36,DL,N355NB,1131,LGA,DTW,80,502,12,43
2013,10,27,1440,0,1622,-16,DL,N336NB,1231,LGA,DTW,85,502,14,40
2013,5,30,2023,11,2308,-22,UA,N87531,1615,EWR,AUS,199,1504,20,23
2013,6,17,2138,128,4,109,DL,N368NW,2041,JFK,ATL,112,760,21,38
2013,10,1,753,-4,947,-37,UA,N822UA,245,EWR,DEN,214,1605,7,53
2013,7,21,1454,-1,1857,-8,AA,N5ETAA,1635,JFK,SJU,200,1598,14,54
2013,9,18,621,-9,901,-29,UA,N596UA,797,JFK,LAX,317,2475,6,21
2013,10,27,1300,-5,1540,-19,UA,N17133,1641,EWR,MCO,134,937,13,0
2013,6,12,1153,-7,1504,-3,UA,N525UA,580,JFK,SFO,339,2586,11,53
2013,4,29,2053,-7,2151,-19,US,N963UW,2144,LGA,BOS,29,184,20,53
2013,3,7,1154,-6,1310,-29,UA,N446UA,394,LGA,ORD,112,733,11,54
2013,12,6,555,-4,729,-6,UA,N33292,1153,EWR,ORD,131,719,5,55
2013,12,21,1252,-8,1422,9,US,N951UW,2181,LGA,DCA,66,214,12,52
2013,12,27,2038,52,2252,0,DL,N375DA,2590,JFK,LAS,294,2248,20,38
2013,6,23,1159,-1,1435,-17,UA,N404UA,999,LGA,IAH,184,1416,11,59
2013,6,23,2010,5,2326,29,UA,N73276,1241,EWR,TPA,133,997,20,10
2013,1,20,622,1,924,-6,UA,N593UA,772,EWR,MIA,162,1085,6,22
2013,7,7,907,-8,1200,-31,DL,N989DL,2379,LGA,FLL,150,1076,9,7
2013,11,19,908,-2,1228,8,AA,N329AA,1,JFK,LAX,341,2475,9,8
2013,1,25,1239,4,1531,-4,UA,N24202,1000,EWR,MIA,157,1085,12,39
2013,11,7,2228,68,113,64,UA,N521UA,352,EWR,IAH,202,1400,22,28
2013,3,8,NA,NA,NA,NA,US,,2169,LGA,DCA,NA,214,NA,NA
2013,7,22,653,-7,955,-14,DL,N946DL,1879,LGA,FLL,147,1076,6,53
2013,5,13,716,16,1017,10,DL,N915DL,2003,LGA,MIA,159,1096,7,16
2013,6,19,928,-2,1215,-19,DL,N705TW,1443,JFK,SEA,319,2422,9,28
2013,9,8,1954,55,2134,7,DL,N3745B,801,JFK,PHX,263,2153,19,54
2013,4,27,1228,-7,1517,-3,AA,N454AA,1179,EWR,DFW,203,1372,12,28
2013,1,14,1454,-1,1813,-12,AA,N5EYAA,1769,JFK,MIA,156,1089,14,54
2013,11,22,1528,-2,1851,-14,UA,N597UA,257,JFK,SFO,364,2586,15,28
2013,1,1,1729,11,2052,-3,UA,N14120,1284,EWR,SFO,360,2565,17,29
2013,4,3,1921,-8,2225,-22,DL,N320NB,1433,LGA,RSW,158,1080,19,21
2013,11,25,609,-6,904,-11,UA,N480UA,482,EWR,FLL,152,1065,6,9
2013,5,15,639,-11,925,-20,AA,N3EWAA,711,LGA,DFW,200,1389,6,39
2013,1,1,2018,-2,2314,-10,UA,N13718,1299,EWR,RSW,157,1068,20,18
2013,12,16,826,-4,1056,-9,DL,N3733Z,433,JFK,ATL,116,760,8,26
2013,3,15,1504,181,1735,156,UA,N828UA,292,EWR,IAH,186,1400,15,4
2013,7,8,1843,8,2214,19,AA,N3GXAA,269,JFK,SEA,348,2422,18,43
2013,1,16,552,-8,1048,83,UA,N510UA,303,JFK,SFO,366,2586,5,52
2013,2,26,840,-4,1207,16,UA,N574UA,235,EWR,FLL,175,1065,8,40
2013,6,4,758,-2,1025,0,UA,N568UA,596,LGA,DEN,228,1620,7,58
2013,7,22,1042,7,1357,7,AA,N3JBAA,1879,LGA,MIA,150,1096,10,42
2013,6,18,NA,NA,NA,NA,UA,,569,EWR,ORD,NA,719,NA,NA
2013,6,8,2052,14,32,2,UA,N37466,1244,EWR,SJU,202,1608,20,52
2013,6,1,1816,11,1920,-10,DL,N372NW,2383,LGA,PWM,41,269,18,16
2013,7,18,NA,NA,NA,NA,US,,2171,LGA,DCA,NA,214,NA,NA
2013,4,6,1454,-1,1817,-8,DL,N706TW,963,JFK,LAX,346,2475,14,54
2013,3,28,1346,1,1647,-18,AA,N3AFAA,1073,LGA,MIA,155,1096,13,46
2013,9,14,840,5,1129,-12,UA,N410UA,446,EWR,MIA,152,1085,8,40
2013,10,17,1200,0,1452,-14,DL,N705TW,423,JFK,LAX,325,2475,12,0
2013,10,6,1057,-8,1328,-29,DL,N905DE,695,JFK,MCO,126,944,10,57
2013,6,16,1724,4,2019,-6,AA,N3FVAA,695,JFK,AUS,208,1521,17,24
2013,11,28,804,-2,1116,-24,UA,N573UA,281,EWR,SFO,345,2565,8,4
2013,8,24,625,-5,737,-18,AA,N3FBAA,303,LGA,ORD,106,733,6,25
2013,12,11,742,-3,1046,-16,DL,N721TW,440,JFK,SEA,345,2422,7,42
2013,9,19,1654,-6,2005,-3,DL,N3771K,1394,JFK,PDX,319,2454,16,54
2013,2,6,858,-2,1159,-21,AA,N5CNAA,647,JFK,MIA,149,1089,8,58
2013,12,30,656,-4,954,-13,DL,N336NW,2518,LGA,PBI,151,1035,6,56
2013,10,31,857,-2,1201,2,AA,N3KRAA,1121,LGA,DFW,208,1389,8,57
2013,4,30,951,-9,1250,-44,DL,N717TW,1765,JFK,SFO,330,2586,9,51
2013,3,29,915,0,1244,-32,DL,N3764D,301,JFK,SJU,192,1598,9,15
2013,3,3,1556,-9,1847,-52,DL,N957DL,1508,JFK,RSW,141,1074,15,56
2013,4,11,1724,-1,2021,-19,AA,N3BLAA,145,JFK,SAN,329,2446,17,24
2013,9,21,1436,11,1730,1,UA,N18220,1054,EWR,LAX,333,2454,14,36
2013,7,17,1936,21,2213,-17,AA,N319AA,21,JFK,LAX,289,2475,19,36
2013,1,26,556,-4,836,-1,DL,N667DN,461,LGA,ATL,117,762,5,56
2013,2,11,554,-6,731,-14,AA,N3JPAA,301,LGA,ORD,125,733,5,54
2013,2,12,751,-4,1056,-14,AA,N3ENAA,2267,LGA,MIA,156,1096,7,51
2013,11,12,712,12,851,14,UA,N24224,1190,LGA,ORD,112,733,7,12
2013,3,6,854,-6,1201,-19,AA,N329AA,1,JFK,LAX,334,2475,8,54
2013,2,5,1934,14,2101,1,AA,N3AJAA,359,LGA,ORD,119,733,19,34
2013,4,20,814,-1,1141,29,DL,N309DE,1167,JFK,TPA,170,1005,8,14
2013,9,9,1548,13,1846,-13,UA,N512UA,257,JFK,SFO,323,2586,15,48
2013,2,10,2053,-7,2213,7,US,N715UW,2144,LGA,BOS,40,184,20,53
2013,1,1,1103,3,1410,-11,DL,N339NW,2071,LGA,MIA,155,1096,11,3
2013,3,1,725,-5,1006,-24,UA,N535UA,825,LGA,IAH,202,1416,7,25
2013,2,17,1911,-1,2313,35,UA,N33294,1100,EWR,SFO,377,2565,19,11
2013,12,14,1256,-4,1650,45,AA,N470AA,300,EWR,DFW,229,1372,12,56
2013,7,15,700,-4,930,-34,UA,N37434,1103,EWR,PDX,314,2434,7,0
2013,12,4,928,-2,1207,-29,DL,N930DL,1885,LGA,MCO,127,950,9,28
2013,11,5,654,-6,927,-24,DL,N314US,2285,LGA,MCO,124,950,6,54
2013,9,13,1505,0,1820,10,AA,N3CGAA,1155,LGA,DFW,198,1389,15,5
2013,7,2,824,-1,1025,8,US,N154UW,1831,JFK,CLT,90,541,8,24
2013,5,10,1458,28,1623,22,UA,N37253,1608,EWR,ORD,115,719,14,58
2013,6,1,955,-5,1113,0,US,N945UW,2122,LGA,BOS,40,184,9,55
2013,7,5,2113,-2,57,-29,DL,N3752,347,JFK,SJU,192,1598,21,13
2013,6,5,1724,-4,2016,-24,UA,N544UA,682,EWR,LAX,327,2454,17,24
2013,3,22,810,0,1107,-24,DL,N932DL,2143,JFK,MIA,152,1089,8,10
2013,9,19,653,-2,1046,-6,DL,N6707A,315,JFK,SJU,197,1598,6,53
2013,12,23,1458,-12,1800,-35,AA,N3JVAA,1327,LGA,PBI,157,1035,14,58
2013,4,5,1559,-1,1853,15,DL,N633DL,847,LGA,ATL,102,762,15,59
2013,1,15,NA,NA,NA,NA,UA,,424,EWR,PBI,NA,1023,NA,NA
2013,1,17,718,-2,921,-7,DL,N947DL,831,LGA,DTW,93,502,7,18
2013,1,10,450,-10,634,-14,US,N171US,1117,EWR,CLT,78,529,4,50
2013,12,15,NA,NA,NA,NA,UA,,511,EWR,LAS,NA,2227,NA,NA
2013,5,28,1353,-7,1655,-18,UA,N830UA,499,EWR,SFO,341,2565,13,53
2013,11,4,1524,-6,1911,26,AA,N328AA,133,JFK,LAX,353,2475,15,24
2013,10,15,2021,-4,2125,-15,AA,N3KGAA,2314,JFK,BOS,36,187,20,21
2013,6,16,1708,0,2051,18,UA,N596UA,512,JFK,SFO,363,2586,17,8
2013,5,2,1621,-9,1819,-32,US,N679AW,140,EWR,PHX,280,2133,16,21
2013,1,10,700,0,837,-13,AA,N466AA,305,LGA,ORD,128,733,7,0
2013,10,25,1834,-1,2118,-28,DL,N941DL,2391,JFK,TPA,140,1005,18,34
2013,6,1,558,-2,832,-28,UA,N849UA,574,EWR,MIA,142,1085,5,58
2013,11,22,1814,-6,2251,66,AA,N3KYAA,119,EWR,LAX,363,2454,18,14
2013,5,22,1455,10,1654,3,DL,N332NB,1231,LGA,DTW,75,502,14,55
2013,5,15,2122,30,2227,5,UA,N14237,1604,EWR,BOS,43,200,21,22
2013,6,8,1741,-4,2011,-39,AA,N3BGAA,785,LGA,DFW,195,1389,17,41
2013,3,25,715,15,1037,26,UA,N39463,1525,EWR,RSW,179,1068,7,15
2013,12,6,553,-7,655,-3,US,N946UW,1833,LGA,PHL,43,96,5,53
2013,9,26,1719,4,1854,-11,AA,N4YDAA,345,LGA,ORD,105,733,17,19
2013,8,2,1502,122,1731,111,AA,N582AA,1841,EWR,DFW,192,1372,15,2
2013,6,8,841,-4,1125,-19,DL,N330NW,1885,LGA,MCO,145,950,8,41
2013,11,4,1449,-3,1808,9,UA,N39726,1744,LGA,IAH,211,1416,14,49
2013,7,10,902,3,1127,-10,DL,N908DL,1747,LGA,ATL,103,762,9,2
2013,7,25,1602,3,1857,-13,DL,N3759,706,JFK,AUS,192,1521,16,2
2013,5,20,2023,-2,2312,-13,DL,N3736C,1729,JFK,LAS,296,2248,20,23
2013,12,4,826,-4,1219,14,UA,N516UA,394,EWR,SFO,369,2565,8,26
2013,1,14,738,-2,1036,-29,DL,N624AG,1889,JFK,SEA,322,2422,7,38
2013,7,12,826,-4,1108,-12,UA,N480UA,691,EWR,MCO,137,937,8,26
2013,5,8,946,3,1248,-6,UA,N78501,1574,EWR,FLL,155,1065,9,46
2013,5,8,731,0,1008,-7,UA,N37456,1711,EWR,IAH,190,1400,7,31
2013,10,27,945,-5,1249,-21,AA,N3GLAA,1160,LGA,MIA,152,1096,9,45
2013,2,19,626,-4,852,-7,DL,N335NB,1899,LGA,MSY,186,1183,6,26
2013,10,15,609,9,847,32,FL,N284AT,345,LGA,ATL,121,762,6,9
2013,10,9,845,-5,944,-22,DL,N370NB,2445,JFK,BOS,37,187,8,45
2013,2,22,639,-6,849,3,US,N187US,1433,EWR,CLT,92,529,6,39
2013,7,8,1238,-7,1341,-14,AA,N3GFAA,1850,JFK,BOS,37,187,12,38
2013,10,30,1217,-2,1552,33,UA,N16703,1496,EWR,SNA,377,2434,12,17
2013,4,19,1314,29,1518,33,DL,N370NB,1131,LGA,DTW,85,502,13,14
2013,8,28,1128,-1,1438,9,AA,N3APAA,739,LGA,DFW,179,1389,11,28
2013,2,13,1552,-8,1928,3,AA,N3JYAA,1467,LGA,MIA,177,1096,15,52
2013,1,4,654,-5,926,-12,DL,N646DL,1547,LGA,ATL,116,762,6,54
2013,4,17,1641,-4,1834,-16,DL,N339NB,1473,LGA,MEM,137,963,16,41
2013,6,30,2212,22,102,2,AA,N327AA,185,JFK,LAX,306,2475,22,12
2013,12,13,1158,-2,1504,-17,DL,N723TW,423,JFK,LAX,340,2475,11,58
2013,2,20,1819,-6,2101,12,UA,N478UA,475,EWR,DEN,240,1605,18,19
2013,10,7,721,-4,932,-21,UA,N76526,1162,EWR,MSY,177,1167,7,21
2013,2,28,626,-4,841,-2,US,N181UW,1433,LGA,CLT,90,544,6,26
2013,8,20,1124,-6,1313,-17,US,N171US,2077,LGA,CLT,79,544,11,24
2013,6,26,1824,-1,2242,76,DL,N371DA,2370,LGA,PBI,167,1035,18,24
2013,8,18,556,-4,832,-6,UA,N75425,1592,EWR,MCO,136,937,5,56
2013,10,30,1556,-4,1726,-13,UA,N842UA,269,LGA,ORD,123,733,15,56
2013,4,6,856,-4,1203,-12,AA,N5FGAA,647,JFK,MIA,143,1089,8,56
2013,8,5,1900,0,2119,-51,DL,N3742C,2159,JFK,MCO,115,944,19,0
2013,8,14,1939,19,2121,36,AA,N3KKAA,1762,JFK,BOS,38,187,19,39
2013,1,3,1307,30,1615,38,UA,N38268,1186,EWR,MIA,170,1085,13,7
2013,11,20,958,-2,1224,-21,DL,N982DL,1847,LGA,ATL,109,762,9,58
2013,10,19,1254,-6,1401,-14,US,N945UW,2181,LGA,DCA,50,214,12,54
2013,7,7,1019,-6,1117,-48,AA,N484AA,325,LGA,ORD,103,733,10,19
2013,3,21,2101,1,12,-20,DL,N713TW,2363,JFK,LAX,336,2475,21,1
2013,1,20,749,-6,1103,-7,AA,N3JSAA,2267,LGA,MIA,163,1096,7,49
2013,9,19,1858,-2,2111,-21,DL,N920DL,947,LGA,ATL,105,762,18,58
2013,12,9,1713,-2,1913,-2,AA,N3BJAA,199,JFK,ORD,150,740,17,13
2013,3,4,917,-3,1239,-6,AA,N4UCAA,721,LGA,DFW,209,1389,9,17
2013,6,10,1522,2,1806,-8,UA,N19130,1600,EWR,LAX,319,2454,15,22
2013,4,1,1723,-2,2028,-8,DL,N347NW,1185,EWR,SLC,271,1969,17,23
2013,8,5,2108,0,8,9,UA,N830UA,301,EWR,PBI,135,1023,21,8
2013,1,5,1717,-3,1852,-23,AA,N3DBAA,1351,JFK,ORD,134,740,17,17
2013,10,11,755,-5,1034,-14,DL,N3754A,1959,JFK,MCO,124,944,7,55
2013,1,23,1418,-2,1710,-3,UA,N17139,1618,EWR,TPA,149,997,14,18
2013,7,3,658,-2,948,18,DL,N646DL,1547,LGA,ATL,123,762,6,58
2013,9,23,1208,-7,1510,1,DL,N344NW,1685,LGA,MCO,125,950,12,8
2013,4,11,1954,-6,2113,-11,DL,N333NW,985,JFK,BOS,31,187,19,54
2013,12,20,1645,0,1915,2,DL,N977AT,2042,EWR,ATL,116,746,16,45
2013,4,26,1704,-1,1953,-13,UA,N73406,1627,EWR,PBI,152,1023,17,4
2013,8,23,1602,-3,1729,-11,AA,N3AFAA,1750,JFK,BOS,32,187,16,2
2013,11,21,742,-3,1044,-14,DL,N706TW,183,JFK,SEA,343,2422,7,42
2013,5,1,2007,-13,2251,-31,UA,N842UA,489,EWR,DFW,177,1372,20,7
2013,5,6,1109,9,1232,19,US,N724UW,2171,LGA,DCA,41,214,11,9
2013,10,7,752,-6,942,-38,UA,N567UA,561,LGA,DEN,208,1620,7,52
2013,7,23,1026,-3,1215,-24,US,N534UW,196,JFK,PHX,270,2153,10,26
2013,8,1,1519,-1,1754,-11,DL,N376DA,1773,JFK,LAS,298,2248,15,19
2013,11,12,1125,25,1509,58,DL,N314NB,2506,LGA,FLL,176,1076,11,25
2013,2,15,1742,-3,2042,-35,DL,N37700,2323,JFK,PDX,319,2454,17,42
2013,1,23,2140,40,2237,26,US,N709UW,2191,LGA,DCA,40,214,21,40
2013,4,29,859,-1,1145,2,DL,N642DL,1747,LGA,ATL,124,762,8,59
2013,4,26,1849,19,2231,55,UA,N12238,1152,EWR,PDX,335,2434,18,49
2013,12,9,800,0,958,20,UA,N817UA,331,LGA,ORD,133,733,8,0
2013,4,8,1354,34,1727,16,DL,N3769L,315,JFK,SJU,189,1598,13,54
2013,8,29,1252,2,1535,-12,DL,N3769L,1375,JFK,SLC,252,1990,12,52
2013,8,1,1056,-4,1344,-5,DL,N944DL,695,JFK,MCO,137,944,10,56
2013,9,23,1643,23,1920,-15,AA,N3BWAA,172,EWR,MIA,136,1085,16,43
2013,6,6,559,-1,832,-28,UA,N17139,1175,JFK,LAX,309,2475,5,59
2013,10,10,2023,23,2135,15,US,N752US,2195,LGA,DCA,43,214,20,23
2013,7,20,912,32,1208,18,UA,N456UA,527,EWR,SEA,330,2402,9,12
2013,10,12,1542,-3,1806,-12,DL,N3748Y,843,JFK,ATL,99,760,15,42
2013,7,28,1837,87,2338,183,UA,N597UA,512,JFK,SFO,356,2586,18,37
2013,8,12,1322,12,1603,27,FL,N717JL,348,LGA,ATL,114,762,13,22
2013,10,9,1354,-6,1506,-1,US,N965UW,2150,LGA,BOS,35,184,13,54
2013,9,24,1654,-6,1812,-5,US,N742PS,2189,LGA,DCA,43,214,16,54
2013,9,29,2036,7,2130,-19,UA,N15712,1049,EWR,BOS,36,200,20,36
2013,4,15,704,-6,941,-21,UA,N17233,1718,EWR,TPA,135,997,7,4
2013,7,25,914,-1,1219,9,AA,N329AA,1,JFK,LAX,311,2475,9,14
2013,7,25,1539,84,1747,78,DL,N302DQ,673,EWR,ATL,106,746,15,39
2013,11,20,1142,-3,1425,-8,UA,N17126,1180,EWR,MCO,136,937,11,42
2013,5,9,1003,3,1145,8,UA,N76516,1433,LGA,ORD,107,733,10,3
