State,CCN,Provider,Address,City,Zip,Phone,Ownership,PT,DateCertified,Rating,Grade
IL,148141,"LIFELINE HOME CARE, LLC                           ",15 E PARK BLVD SUITE 1M                                                                             ,VILLA PARK          ,60181,6303594666,Local,Yes,4/22/2010 0:00,,65
IL,148142,"KELLY HOME HEALTHCARE, INC                        ",3325 WEST 183RD STREET                                                                              ,HOMEWOOD            ,60430,7089600252,Official Health Agency,Yes,5/19/2010 0:00,2,81
IL,148143,"VITALITY HEALTHCARE, INC                          ",2025 SOUTH ARLINGTON HEIGHTS ROAD SUITE 113                                                         ,ARLINGTON HEIGHTS   ,60005,8473788102,Local,Yes,6/1/2010 0:00,,32
IL,148144,"PARAGON HOME HEALTH, INC                          ",1480 RENAISSANCE DRIVE SUITE 208                                                                    ,PARK RIDGE          ,60068,7737746601,Local,Yes,6/8/2010 0:00,4,94
IL,148146,"OUTREACH HOMEHEALTH SERVICES, INC                 ","1123 7TH AVE, STE 3                                                                                 ",ROCK ISLAND         ,61201,3097863541,Local,Yes,3/31/2010 0:00,,
IL,148149,"MEDCARE HOME HEALTH, INC                          ",3500 W DEVON AVENUE SUITE 2 EAST                                                                    ,LINCOLNWOOD         ,60712,8479834675,Local,Yes,5/26/2010 0:00,,75
IL,148150,CROWN HOME HEALTH SERVICES INC                    ,"1 EAST SUPERIOR STREET, SUITE 504                                                                   ",CHICAGO             ,60611,3128883965,Local,Yes,5/11/2010 0:00,,85
IL,148151,"GL HEALTHCARE, INC                                ",5230 W 159TH ST STE A                                                                               ,OAK FOREST          ,60452,7085359482,Local,Yes,2/11/2010 0:00,,
IL,148153,"VITA HEALTH CARE, INC                             ",342 ANTHONY TRAIL                                                                                   ,NORTHBROOK          ,60062,8779686388,Local,Yes,6/10/2010 0:00,,91
IL,148154,"VITACARE HEALTH SERVICES, INC                     ","4736 S MAIN STREET, STE 8                                                                           ",LISLE               ,60532,6303246592,Local,Yes,6/17/2010 0:00,,89
IL,148155,"REGAL HOME HEALTHCARE, INC                        ","8205 S CASS AVENUE, SUITE 108B                                                                      ",DARIEN              ,60561,8479658146,Local,Yes,5/31/2010 0:00,2,75
IL,148156,"PATIENT PLUS HOMEHEALTH CARE, INC                 ",2521 RIDGE ROAD SUITE 3                                                                             ,LANSING             ,60438,7084185503,Official Health Agency,Yes,7/15/2010 0:00,,86
IL,148157,"TOTAL HEALTH HOME CARE SERVICES, INC              ","19150 S KEDZIE AVE, SUITE 202                                                                       ",FLOSSMOOR           ,60422,7087996022,Local,Yes,6/11/2010 0:00,,
IL,148160,"KINGSWAY HOME HEALTH SERVICES, INC                ",7115 N RIDGE BLVD                                                                                   ,CHICAGO             ,60645,7737618342,Local,Yes,6/9/2010 0:00,,
IL,148162,DH VISION HEALTHCARE                              ,7161 N CICERO AVENUE SUITE 210                                                                      ,LINCOLNWOOD         ,60712,7734657900,Local,Yes,6/10/2010 0:00,,
IL,148165,"ILLINOIS PROFESSIONAL HOME HEALTH, INC            ","5550 W TOUHY AVE, STE 301                                                                           ",SKOKIE              ,60077,8479339855,Local,Yes,4/29/2010 0:00,3,88
IL,148166,"HOME LIFE HEALTHCARE, CORP                        ",1020 WEST GOLF ROAD                                                                                 ,HOFFMAN ESTATES     ,60169,8474131611,Local,Yes,5/26/2010 0:00,3,85
IL,148168,"MIDWESTERN HEALTHCARE, LTD                        ",99 SOUTH VILLA AVENUE                                                                               ,VILLA PARK          ,60181,6306170012,Local,Yes,7/13/2010 0:00,,95
IL,148170,"MAGNIFICENT HOME HEALTHCARE, LLC                  ",3345 W 95TH STREET                                                                                  ,EVERGREEN PARK      ,60805,7084990321,Local,Yes,6/10/2010 0:00,,94
IL,148171,"FIDELITY HEALTH CARE, INC                         ",3112 W 95TH ST SUITE B                                                                              ,EVERGREEN PARK      ,60805,7089741200,Local,Yes,8/26/2010 0:00,,
IL,148172,EVERGREEN HOME HEALTH CARE                        ,2420 RAVINE WAY SUITE 200                                                                           ,GLENVIEW            ,60025,8475838998,Local,Yes,8/26/2010 0:00,,78
IL,148174,"ALPHA HOME HEALTH CARE, INC                       ","930 N YORK ROAD, STE 8                                                                              ",HINSDALE            ,60521,6303230906,Local,Yes,7/29/2010 0:00,,90
IL,148176,"SPECTRUM NURSES, INC                              ","481 W BOUGHTON ROAD,  #400                                                                          ",BOLINGBROOK         ,60440,6307719069,Official Health Agency,Yes,8/2/2010 0:00,4,88
IL,148177,"SENIORS CHOICE HEALTHCARE, INC                    ",8074 N MILWAUKEE AVE                                                                                ,NILES               ,60714,8476536686,Local,Yes,7/21/2010 0:00,,
IL,148178,"UNIVERSAL HOME HEALTHCARE, LLC                    ",4433 W TOUHY AVE STE 101                                                                            ,LINCOLNWOOD         ,60712,8479331313,Local,Yes,7/13/2010 0:00,,
IL,148179,"ILLINOIS HEALTH CARE SERVICES, LLC                ",8430 GROSS POINT ROAD 1ST FLOOR ROOM B                                                              ,SKOKIE              ,60076,8479669962,Local,Yes,4/29/2010 0:00,3,89
IL,148180,"CORNERSTONE HOME HEALTHCARE, LLC                  ",2800 SOUTH RIVER RD SUITE 470                                                                       ,DES PLAINES         ,60018,8478135641,Local,Yes,5/20/2010 0:00,,83
IL,148181,"ALLIED PROFESSIONALS HEALTH CARE, LLC             ",305 QUAIL RIDGE DRIVE                                                                               ,WESTMONT            ,60559,6306175020,Local,Yes,8/29/2010 0:00,2,85
IL,148184,"MCM LOVING HEALTHCARE, INC                        ",1620 PEBBLEWOOD LANE SUITE 232                                                                      ,NAPERVILLE          ,60563,6305489200,Local,Yes,7/15/2010 0:00,,86
IL,148185,QUALITY LIFE HEALTH CARE SERV LLC                 ,"15525 SOUTH PARK AVENUE, STE 103A                                                                   ",SOUTH HOLLAND       ,60473,7083314214,Local,Yes,8/18/2010 0:00,,87
IL,148186,OASIS MEDICAL SERVICES                            ,"1250 NORTH CONVENT STREET, SUITE B                                                                  ",BOURBONNAIS         ,60914,8159354663,Local,Yes,7/19/2010 0:00,,
IL,148187,WHITESTAR HOME HEALTH INC                         ,535 WEST ELDORADO                                                                                   ,DECATUR             ,62522,2174620355,Official Health Agency,Yes,9/27/2010 0:00,3,87
IL,148189,"LINCOLN HOME HEALTH CARE, INC                     ","5142 W MAIN ST, STE 100B                                                                            ",SKOKIE              ,60077,8476742342,Local,Yes,9/16/2010 0:00,,91
IL,148190,"CRESCENT HOME HEALTH AGENCY, LLC                  ","10 EMERALD TERRACE, SUITE C                                                                         ",SWANSEA             ,62226,6182770939,Local,Yes,8/27/2010 0:00,3,89
IL,148191,"HEART AT HOME HEALTH CARE OF THE MIDWEST, LLC     ","3436 RIDGE ROAD, STE 3                                                                              ",LANSING             ,60438,7082518709,Local,Yes,9/21/2010 0:00,,
IL,148192,"ALTERNATIVE HOME HEALTH + CARE, INC               ",634 N CASS AVENUE                                                                                   ,WESTMONT            ,60559,6309710778,Local,Yes,8/10/2010 0:00,,95
IL,148193,"ALLIEDCARE HOME HEALTH OF ILLINOIS, LLC           ","380 E NORTHWEST HIGHWAY, STE 320F                                                                   ",DES PLAINES         ,60016,8472969955,Local,Yes,10/8/2010 0:00,,83
IL,148194,"RELIABLE HOME CARE PROVIDER, INC                  ","430 N MILWAUKEE AVE, STE 205                                                                        ",LINCOLNSHIRE        ,60069,8478838555,Local,Yes,8/31/2010 0:00,3,82
IL,148195,"PRESTIGE PLUS HOME CARE, INC                      ","950 N MILWAUKEE AVENUE, STE 236                                                                     ",GLENVIEW            ,60025,8476357047,Local,Yes,10/15/2010 0:00,,77
IL,148197,"ESSENTIAL PREVENTIVE HEALTH CARE, LLC             ",4253 N MILWAUKEE AVE                                                                                ,CHICAGO             ,60641,7735880907,Local,Yes,10/26/2010 0:00,,89
IL,148198,"1ST CHOICE HOME HEALTH AGENCY, INC                ",7260 W BENTON DRIVE                                                                                 ,FRANKFORT           ,60423,8154649980,Local,Yes,10/4/2010 0:00,,87
IL,148200,"CLIENT HOME HEALTHCARE, INC                       ",9705 SOUTHWEST HIGHWAY                                                                              ,OAK LAWN            ,60453,7085292000,Local,Yes,11/9/2010 0:00,,88
IL,148201,"AFTER CARE HOME HEALTH, INC                       ",75 EXECUTIVE DRIVE SUITE 105                                                                        ,AURORA              ,60504,6305279999,Local,Yes,11/29/2010 0:00,,89
IL,148202,"IDEAL CARE HOME HEALTH, INC                       ",5559 W HOWARD STREET                                                                                ,SKOKIE              ,60077,8477490833,Local,Yes,11/16/2010 0:00,,89
IL,148203,"AL-SHAFA HEALTH CARE, INC                         ",8150 WEST 111TH STREET SUITE 9                                                                      ,PALOS HILLS         ,60465,7733249600,Local,Yes,10/22/2010 0:00,,90
IL,148204,"SIMPLY HOME HEALTH, LLC                           ",2912 N LINCOLN AVE                                                                                  ,CHICAGO             ,60657,7736986908,Local,Yes,12/31/2010 0:00,,
IL,148205,"HOMELAND HOME HEALTH PROVIDER, INC                ",7503 N MILWAUKEE AVE                                                                                ,NILES               ,60714,8474102851,Local,Yes,12/27/2010 0:00,,87
IL,148206,"GOVVAS HEALTH CARE SERVICES, INC                  ",670 N 1ST BANK DRIVE                                                                                ,PALATINE            ,60067,8474964715,Local,Yes,11/17/2010 0:00,,89
IL,148207,WELLNESS SPECIALISTS CORPORATION                  ,"330 E ROOSEVELT RD, STE 2D                                                                          ",LOMBARD             ,60148,6307806956,Local,Yes,1/22/2011 0:00,,90
IL,148208,"PEAK HOME HEALTH CARE, LLC                        ",920 ESSINGTON ROAD                                                                                  ,JOLIET              ,60435,8157444770,Local,Yes,2/8/2011 0:00,4,90
IL,148209,ALTERNACARE HOME HEALTH SC                        ,"1329 W IRVING PARK ROAD, STE 201                                                                    ",BENSENVILLE         ,60106,6306297700,Local,Yes,1/8/2011 0:00,,83
IL,148210,"GOOD LIFE HOME HEALTH CARE, INC                   ","5875 N LINCOLN AVE, STE 232                                                                         ",CHICAGO             ,60659,7735614526,Local,Yes,12/17/2010 0:00,,84
IL,148211,"PURE HEARTS HOME HEALTH SERVICES, INC             ",3839 N KEDZIE AVE SUITE 101                                                                         ,CHICAGO             ,60618,7735881470,Official Health Agency,Yes,1/4/2011 0:00,,83
IL,148212,"CENTER OF ILLINOIS HOME HEALTHCARE, INC           ","855 E GOLF ROAD, STE 2147                                                                           ",ARLINGTON HEIGHTS   ,60005,8474370774,Local,Yes,12/26/2010 0:00,4,90
IL,148214,"AMERICHOICE HEALTH CARE, INC                      ","950 SKOKIE BLVD, STE 308                                                                            ",NORTHBROOK          ,60062,8477149787,Local,Yes,11/18/2010 0:00,5,93
IL,148215,"AUSPEX HOME HEALTH CARE SERVICES, INC             ",6246 N PULASKI ROAD                                                                                 ,CHICAGO             ,60645,7732832648,Local,Yes,1/31/2011 0:00,3,89
IL,148216,"CARING ANGELS HOME HEALTH SERVICES, INC           ","62 ORLAND SQUARE DRIVE, STE 001                                                                     ",ORLAND PARK         ,60462,7084603235,Local,Yes,11/15/2010 0:00,,
IL,148218,ACTIVE HOME HEALTH CARE SERV                      ,"5009 WEST 95TH STREET, SUITE B                                                                      ",OAK LAWN            ,60453,7084992662,Local,Yes,2/8/2011 0:00,,
IL,148219,"COMPLETE HOME HEALTH SERVICES, INC                ",16236 PRINCE DRIVE                                                                                  ,SOUTH HOLLAND       ,60473,7083331700,Local,Yes,2/8/2011 0:00,2,82
IL,148220,"HANDS AND HEART HOME HEALTH, INC                  ","1159 WILMETTE AVE, STE 9                                                                            ",WILMETTE            ,60091,7083450520,Local,Yes,1/6/2011 0:00,,
IL,148221,"APEX HOME HEALTH SERVICES, INC                    ",7301 N LINCOLN AVENUE SUITE 123                                                                     ,LINCOLNWOOD         ,60712,7732021948,Local,Yes,12/29/2010 0:00,,95
IL,148223,"UNITED CAREGIVERS, INC                            ","7416 S COUNTY LINE ROAD, SUITE A                                                                    ",BURR RIDGE          ,60527,6306553204,Official Health Agency,Yes,12/29/2010 0:00,,83
IL,148226,"GLOBAL HOME HEALTH I, LLC                         ",126 HARRISON STREET                                                                                 ,OAK PARK            ,60304,7087639700,Local,Yes,3/16/2011 0:00,,84
IL,148227,"BETTER CARE HOME HEALTH, INC                      ",2340 S RIVER ROAD SUITE 114                                                                         ,DES PLAINES         ,60018,8005188943,Local,Yes,2/22/2011 0:00,2,85
IL,148228,"PHYSICIANS PREFERRED HOME CARE, INC               ",2637 W 79TH STREET                                                                                  ,CHICAGO             ,60620,7734245477,Local,Yes,1/17/2011 0:00,,82
IL,148229,"NORTHWEST HOME CARE, INC                          ",3201 N WILKE ROAD                                                                                   ,ARLINGTON HEIGHTS   ,60004,8476708424,Local,Yes,2/8/2011 0:00,3,85
IL,148230,"NE HEALTHCARE AGENCY, INC                         ","2619 WEST ARMITAGE AVENUE, SUITE 101                                                                ",CHICAGO             ,60647,7739040171,Local,Yes,2/26/2011 0:00,,
IL,148231,"AWESOME HOME HEALTH CARE, INC                     ","10540 S WESTERN AVE, STE 203                                                                        ",CHICAGO             ,60643,7738403386,Local,Yes,2/16/2011 0:00,,79
IL,148232,"ALL SOLUTIONS HEALTHCARE, INC                     ",1320 CHASE DRIVE STE 2                                                                              ,ALGONQUIN           ,60102,8473788189,Local,Yes,3/11/2011 0:00,3,87
IL,148233,"MEDI LINK HEALTH SERVICES, LLC                    ","1701 E WOODFIELD RD, STE 403                                                                        ",SCHAUMBURG          ,60173,8479959900,Local,Yes,4/7/2011 0:00,5,90
IL,148234,"QUALITY HOME HEALTH CARE, LLC                     ",246 E JANATA BLVD SUITE 360                                                                         ,LOMBARD             ,60148,7737287350,Local,Yes,3/8/2011 0:00,,86
IL,148235,"EXCELL HOME HEALTH SERVICES, INC                  ","195 N HARBOR DR, STE 4909                                                                           ",CHICAGO             ,60601,3127290944,Local,Yes,1/27/2011 0:00,,87
IL,148236,"DOMINION HOME HEALTH CARE, INC                    ",2521 RIDGE ROAD SUITE 4                                                                             ,LANSING             ,60438,7088586132,Local,Yes,2/7/2011 0:00,,
IL,148237,"EPIC HOME CARE, INC                               ",710 E OGDEN AVE SUITE 655                                                                           ,NAPERVILLE          ,60563,6304709668,Local,Yes,4/4/2011 0:00,,85
IL,148238,"DISTINCT HOME HEALTH CARE, LLC                    ",15255 S 94TH AVENUE SUITE 513                                                                       ,ORLAND PARK         ,60462,7084286476,Local,Yes,4/14/2011 0:00,,
IL,148239,"PRESTIGE HEALTHCARE SERVICES OF IL, INC           ","17900 DIXIE HIGHWAY, SUITE 14                                                                       ",HOMEWOOD            ,60430,7087982350,Local,Yes,4/15/2011 0:00,,87
IL,148240,"HEALTHY HEALTH HOME HEALTH, INC                   ","4747 LINCOLN MALL DRIVE, SUITE 260                                                                  ",MATTESON            ,60443,7082830202,Local,Yes,5/18/2011 0:00,,
IL,148241,"ST FRANCIS OF ASSISI HEALTHCARE, INC              ","4425 S ARCHER AVENUE, STE A1                                                                        ",CHICAGO             ,60632,7735232900,Local,Yes,5/12/2011 0:00,,
IL,148244,"ADVANCED FAMILY HOME HEALTH 1, INC                ","3295 N ARLINGTON HEIGHTS ROAD, STE 101                                                              ",ARLINGTON HEIGHTS   ,60004,8473923896,Local,Yes,4/19/2011 0:00,,82
IL,148246,MEDPRO HEALTH PROVIDERS                           ,16335 S HARLEM AVE STE 350                                                                          ,TINLEY PARK         ,60477,7082408088,Local,Yes,6/10/2011 0:00,3,85
IL,148248,"CENTRAL HEALTHCARE, INC                           ",4751 S CENTRAL AVE                                                                                  ,CHICAGO             ,60638,7089240500,Local,Yes,6/3/2011 0:00,,86
IL,148250,"MID AMERICA HOME HEALTH CARE, INC                 ",1919 S HIGHLAND AVE BUILDING D SUITE 137                                                            ,LOMBARD             ,60148,6305194099,Local,Yes,6/18/2011 0:00,4,89
IL,148251,"MIDWEST HOME HEALTH CARE OF FRANKFORT, LLC        ",2551 N CLARK STREET SUITE 300                                                                       ,CHICAGO             ,60614,7739047088,Local,Yes,6/14/2011 0:00,,
IL,148252,"WOUND & REHAB HOME HEALTH CARE, INC               ",444 N NORTHWEST HIGHWAY SUITE 250                                                                   ,PARK RIDGE          ,60068,8476926000,Local,Yes,6/16/2011 0:00,,94
IL,148253,"AFFORDABLE HOME CARE SERVICES, INC                ",6126 LINCOLN AVE                                                                                    ,MORTON GROVE        ,60053,7737543800,Local,No,5/25/2011 0:00,,
IL,148254,"NURTURE CARE HOME HEALTH, INC                     ","125 E LAKE STREET, STE 107                                                                          ",BLOOMINGDALE        ,60108,8472851802,Local,Yes,6/1/2011 0:00,,95
IL,148255,"INTEGRITY HOME HEALTHCARE, INC                    ",6535 CRESCENT COURT                                                                                 ,OAK LAWN            ,60453,7085984833,Local,Yes,5/22/2011 0:00,,94
IL,148256,MAX CARE HOME HEALTH                              ,701 E IRVING PARK ROAD SUITE 106                                                                    ,ROSELLE             ,60172,6308332910,Local,Yes,7/7/2011 0:00,,
IL,148257,"ANGEL HEALTH CARE, LLC                            ",2625 BUTTERFIELD ROAD SUITE 303                                                                     ,OAK BROOK           ,60523,8475105905,Local,Yes,7/14/2011 0:00,,82
IL,148258,"CHICAGO PROFESSIONAL HEALTHCARE, INC              ",450 PRAIRIE AVENUE SUITE 101                                                                        ,CALUMET CITY        ,60409,7088329814,Local,Yes,5/31/2011 0:00,,
IL,148259,ASTRA HEALTH                                      ,"7444 W WILSON AVENUE, SUITE 105                                                                     ",HARWOOD HEIGHTS     ,60706,8474808851,Local,Yes,6/6/2011 0:00,2,79
IL,148260,VISTA HOME HEALTH & HOSPICE                       ,1790 NATIONS DR 205                                                                                 ,GURNEE              ,60031,8473602220,Local,Yes,4/15/2011 0:00,3,88
IL,148261,DCARE HOME HEALTH SERVICES                        ,18656 DIXIE HIGHWAY                                                                                 ,HOMEWOOD            ,60430,7739414468,Local,Yes,4/28/2011 0:00,,81
IL,148262,"ADVANCE REHAB NETWORK, INC                        ",2720 S RIVER ROAD SUITE 135                                                                         ,DES PLAINES         ,60018,6307179100,Local,Yes,6/15/2011 0:00,,
IL,148263,"NOVA HOME HEALTHCARE, INC                         ","6900 MAIN STREET, STE 161                                                                           ",DOWNERS GROVE       ,60516,6309641222,Local,Yes,7/29/2011 0:00,,84
IL,148264,"FIRST VENTURE HOME HEALTH CARE, INC               ","121 S WILKE RD, STE 204D                                                                            ",ARLINGTON HEIGHTS   ,60005,8475069767,Official Health Agency,Yes,8/4/2011 0:00,1,80
IL,148265,"FOREST HOME HEALTHCARE, INC                       ",318 FOREST BLVD                                                                                     ,PARK FOREST         ,60466,7082830769,Official Health Agency,Yes,8/24/2011 0:00,,
IL,148266,HEALTH FIRST HOME HEALTH INC                      ,"2604 DEMPSTER ST, STE 402                                                                           ",PARK RIDGE          ,60068,8478135827,Local,Yes,8/9/2011 0:00,,
IL,148267,"ACCESS LIFE CARE, LTD                             ",8340 N LINCOLN AVENUE SUITE 201                                                                     ,SKOKIE              ,60077,7734278000,Local,Yes,7/22/2011 0:00,,
IL,148269,"PLATINUM HEALTHCARE SERVICES, LLC                 ","6233 W. 63RD STREET, 2ND FLOOR                                                                      ",CHICAGO             ,60638,2242517930,Local,Yes,7/28/2011 0:00,,99
IL,148271,"FMR HOME HEALTH, INC                              ",2122 S 17TH AVENUE 1ST FLOOR                                                                        ,BROADVIEW           ,60155,7085620192,Local,Yes,6/3/2011 0:00,,94
IL,148272,"DR HOME HEALTHCARE, LLC                           ",14228 MCCARTHY ROAD                                                                                 ,LEMONT              ,60439,6302430527,Local,Yes,10/18/2011 0:00,3,84
IL,148273,UCHANGE HOME HEALTH INC                           ,1406 PARK AVENUE                                                                                    ,CHICAGO HEIGHTS     ,60411,7088980196,Local,Yes,7/4/2011 0:00,,90
IL,148274,"ACE HEALTH CARE SERVICES, LLC                     ","15850 NEW AVENUE, SUITE 112                                                                         ",LEMONT              ,60439,7089269137,Local,Yes,10/25/2011 0:00,,
IL,148275,BRIDGING CARE HOME HEALTH PLUS                    ,"2200 E DEVON AVE, STE 309                                                                           ",DES PLAINES         ,60018,8472605140,Local,Yes,9/27/2011 0:00,,74
IL,148276,"ANGEL'S CARE HOME HEALTH SERVICES, INC            ",5418 N KEDZIE AVENUE                                                                                ,CHICAGO             ,60625,7737298078,Local,Yes,11/3/2011 0:00,,87
IL,148277,LAKEWOOD HOME HEALTH CARE                         ,9205 S KEATING                                                                                      ,OAK LAWN            ,60453,7082298060,Local,Yes,10/19/2011 0:00,,
IL,148278,"MEDIC HOME HEALTH CARE, LLC                       ","550 E. BOUGHTON ROAD, SUITE 220                                                                     ",BOLINGBROOK         ,60440,8882076250,Local,Yes,11/14/2011 0:00,4,87
IL,148280,SOLARIS HOME HEALTHCARE                           ,3330 DUNDEE RD SUITE N4                                                                             ,NORTHBROOK          ,60062,8477012243,Official Health Agency,Yes,10/17/2011 0:00,,97
IL,148281,"A2Z HEALTHCARE SERVICES, LLC                      ",15343 S 70TH COURT                                                                                  ,ORLAND PARK         ,60467,7083329070,Local,Yes,6/23/2011 0:00,3,87
IL,148282,CARE CONNECT HOME HEALTHCARE INC                  ,"4001 W DEVON AVENUE, ROOM 210                                                                       ",CHICAGO             ,60646,7732838488,Local,Yes,10/29/2011 0:00,,
IL,148283,"ROYAL HOME HEALTHCARE SERVICES, INC               ",4550 WEST 103RD STREET SUITE 303                                                                    ,OAK LAWN            ,60453,7089073293,Local,Yes,10/6/2011 0:00,,82
IL,148284,"AMMA HOME HEALTH CARE, INC                        ","1620 PEBBLEWOOD LANE, STE 216                                                                       ",NAPERVILLE          ,60563,6303692680,Local,Yes,10/28/2011 0:00,3,87
IL,148285,"NORMALCY HOME HEALTH, INC                         ",2800 W PETERSON AVENUE SUITE 106                                                                    ,CHICAGO             ,60659,7732627071,Local,Yes,11/12/2011 0:00,,
IL,148286,"DELUXE HOME HEALTH CARE, LLC                      ","6800 MAIN STREET, STE 020                                                                           ",DOWNERS GROVE       ,60516,6309638696,Local,Yes,10/25/2011 0:00,,
IL,148287,"COMMUNITY HEALTH SERVICES, LLC                    ","17843 TORRENCE AVENUE, SUITE 2R                                                                     ",LANSING             ,60438,7089835137,Local,Yes,11/2/2011 0:00,2,85
IL,148288,GOODHOPE HEALTHCARE & HOME HEALTH SVCS INC        ,3631 MUNICIPAL DRIVE                                                                                ,MCHENRY             ,60050,8157887190,Local,Yes,12/27/2011 0:00,,
IL,148289,"AMERICAN NATIONAL HOME HEALTHCARE, INC            ","175 W WASHINGTON ST, STE 2R                                                                         ",WEST CHICAGO        ,60185,6302939670,Local,Yes,11/22/2011 0:00,,
IL,148290,"HOLY MARY HOMEHEALTH CARE, INC                    ",2200 S MAIN STREET SUITE 105                                                                        ,LOMBARD             ,60148,7088678405,Local,Yes,1/4/2012 0:00,2,83
IL,148292,"TRINITY CARE GROUP, LLC                           ","2555 LINCOLN HIGHWAY, STE 203                                                                       ",OLYMPIA FIELDS      ,60461,7087484661,Local,Yes,1/5/2012 0:00,,
IL,148293,GET WELL HOME HEALTH CARE                         ,5940 WEST TOUHY AVENUE SUITE 151                                                                    ,NILES               ,60714,6306264445,Local,Yes,1/23/2012 0:00,2,87
IL,148295,COMFORT CARE HOME HEALTH CARE                     ,9427 S CALUMET AVENUE                                                                               ,CHICAGO             ,60619,7735684575,Local,Yes,1/20/2012 0:00,3,92
IL,148296,"ONE HOME HEALTH AGENCY, LTD                       ",2021 MIDWEST  ROAD SUITE 103                                                                        ,OAK BROOK           ,60523,6304519020,Local,Yes,12/16/2011 0:00,2,83
IL,148297,"GRACE HOME HEALTH CARE, INC                       ",625 E 170TH ST UNIT 1NE                                                                             ,SOUTH HOLLAND       ,60473,7085664509,Local,Yes,12/19/2011 0:00,,
IL,148298,ANGEL HOME HEALTH AGENCY SERV CORP                ,"9909 W ROOSEVELT ROAD, STE 206                                                                      ",WESTCHESTER         ,60154,7084102007,Official Health Agency,Yes,12/6/2011 0:00,,
IL,148299,ENCORE HOME HEALTH SERVICES INC                   ,21124 WASHINGTON PKWY                                                                               ,FRANKFORT           ,60423,7083006333,Local,Yes,1/30/2012 0:00,,
IL,148300,"RIGHTMED HOME HEALTHCARE, INC                     ","6555 S WILLOW SPRINGS ROAD, STE 8                                                                   ",COUNTRYSIDE         ,60525,7084696104,Local,Yes,1/10/2012 0:00,,
IL,148301,"PRECIOUS LIFE HOME HEALTH, LLC                    ",303 E ARMY TRAIL ROAD SUITE 201                                                                     ,BLOOMINGDALE        ,60108,6306352655,Local,Yes,12/30/2011 0:00,,
IL,148302,FAITH CONNECTIONS HOME HEALTH AND PRO SERVICE CORP,15335 SUNSET DRIVE                                                                                  ,DOLTON              ,60419,7082010255,Local,Yes,12/31/2011 0:00,,100
IL,148303,"IMMACULATE HOME HEALTH, INC                       ",8340 LINCOLN AVE STE 212                                                                            ,SKOKIE              ,60077,7732832013,Local,Yes,5/8/2012 0:00,,93
IL,148304,"ILLINOIS HOME HEALTH SERVICES, LLC                ",7906 SOUTH PRAIRIE AVENUE                                                                           ,CHICAGO             ,60619,8723565003,Local,Yes,3/14/2012 0:00,,80
IL,148306,"HEALTH SOLUTIONS AT HOME, INC                     ",21124 WASHINGTON PKWY                                                                               ,FRANKFORT           ,60423,2172209568,Local,Yes,2/28/2012 0:00,,
IL,148307,"ASTER HOME HEALTH SERVICES, LLC                   ",3500 W PETERSON AVENUE SUITE 201                                                                    ,CHICAGO             ,60659,7732675500,Local,Yes,5/17/2012 0:00,2,84
IL,148308,"AUXILIUM HEALTHCARE SERVICES, INC                 ","101 LIONS DRIVE,STE 113                                                                             ",BARRINGTON          ,60010,2247650100,Local,Yes,5/4/2012 0:00,3,80
IL,148310,"CORLAN HOME HEALTH, INC                           ","415 W GOLF ROAD, STE 46                                                                             ",ARLINGTON HEIGHTS   ,60005,8475930050,Local,Yes,2/23/2012 0:00,,81
IL,148311,"VANGUARD HEALTH & WELLNESS, LLC                   ","1585 ELLINWOOD AVENUE, SUITE 100                                                                    ",DES PLAINES         ,60016,8554382431,Local,Yes,5/16/2012 0:00,2,84
IL,148313,"BETTER CHOICE HOME HEALTH, INC                    ",3924 W DEVON AVENUE SUITE 205                                                                       ,LINCOLNWOOD         ,60712,8476777000,Local,Yes,7/1/2012 0:00,,
IL,148315,"ALEDLI HOME HEALTHCARE, INC                       ","219 W 55TH STREET, SUITE 205                                                                        ",CLARENDON HILLS     ,60514,6303230128,Local,Yes,2/17/2012 0:00,,
IL,148316,"EXCELLENT CARE HEALTH SERVICES, INC               ","400 W LAKE STEET, STE 306                                                                           ",ROSELLE             ,60172,6308939010,Local,Yes,5/17/2012 0:00,,
IL,148317,"TEC HOME HEALTH, LLC                              ","2720 RIVER ROAD, SUITE 45                                                                           ",DES PLAINES         ,60018,8475882111,Local,Yes,2/6/2012 0:00,,79
IL,148318,"LKB HEALTH CARE, LTD                              ","5105 TOLLVIEW DRIVE, SUITE 180                                                                      ",ROLLING MDWS        ,60008,8477492390,Local,Yes,8/6/2012 0:00,,
IL,148319,"SAFE LIFE HOME HEALTH CARE, LLC                   ",2200 S MAIN STREET SUITE 208                                                                        ,LOMBARD             ,60148,6304069325,Local,Yes,6/7/2012 0:00,2,87
IL,148320,"ASSURECARE HOME HEALTH, INC                       ","2295 VALLEY CREEK DRIVE, SUITE H                                                                    ",ELGIN               ,60123,8158936572,Local,Yes,5/29/2012 0:00,,77
IL,148321,"SENIOR CARE HOME HEALTH, INC                      ","121 FAIRFIELD WAY, STE 204                                                                          ",BLOOMINGDALE        ,60108,6309802656,Local,Yes,4/20/2012 0:00,3,85
IL,148322,"GREAT LAKES HEALTHCARE, LLC                       ","900 N KINGSBURY ST, STE 1055                                                                        ",CHICAGO             ,60610,3122220646,Local,Yes,2/12/2012 0:00,,
IL,148323,VICTORIOUS HOME HEALTH AGENCY                     ,21032 80TH AVENUE                                                                                   ,FRANKFORT           ,60423,8154649201,Local,Yes,4/19/2012 0:00,,
